
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.20:47126;34.233.61.229:443;Proxy-Request;https://and-cmpn.pulse.weather...;-
N/A;192.168.0.20:47118;54.204.255.186:443;Proxy-Request;https://and-ads.pulse.weatherb...;-
N/A;192.168.0.20:47120;54.204.255.186:443;Proxy-Response;-;-
N/A;192.168.0.20:47152;37.252.171.84:443;Proxy-Response;-;-
N/A;192.168.0.20:47154;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
com.aws.android;192.168.0.20:47158;37.252.171.84:443;Proxy-Request;https://ib.adnxs.com/ut/v3;-
N/A;192.168.0.20:47156;18.154.48.79:443;Proxy-Response;-;-
N/A;192.168.0.20:47148;34.117.177.88:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47114;54.86.172.22:443;Proxy-Response;-;-
N/A;192.168.0.20:47146;54.204.255.186:443;Proxy-Request;https://and-ads.pulse.weatherb...;-
com.aws.android;192.168.0.20:47154;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/fa...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47158;37.252.171.84:443;Proxy-Response;-;-
N/A;192.168.0.20:47126;34.233.61.229:443;Proxy-Response;-;-
N/A;192.168.0.20:47118;54.204.255.186:443;Proxy-Response;-;-
N/A;192.168.0.20:47148;34.117.177.88:443;Proxy-Request;https://co.dewrain.world/track...;-
N/A;192.168.0.20:47124;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47154;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47116;54.86.172.22:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.20:47150;107.20.170.82:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47146;54.204.255.186:443;Proxy-Response;-;-
N/A;192.168.0.20:47122;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47148;34.117.177.88:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47150;107.20.170.82:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47164;54.204.255.186:443;Proxy-Request;https://and-ads.pulse.weatherb...;-
N/A;192.168.0.20:47160;54.204.255.186:443;Proxy-Request;https://and-ads.pulse.weatherb...;-
N/A;192.168.0.20:47162;54.145.54.27:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47164;54.204.255.186:443;Proxy-Response;-;-
N/A;192.168.0.20:47160;54.204.255.186:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47174;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
N/A;192.168.0.20:47174;185.89.210.211:443;Proxy-Response;-;-
N/A;192.168.0.20:47170;34.198.222.87:443;Proxy-Request;https://and-em.pulse.weatherbu...;-
N/A;192.168.0.20:47172;34.198.222.87:443;Proxy-Request;https://and-em.pulse.weatherbu...;-
N/A;192.168.0.20:47162;54.145.54.27:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47170;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47172;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47176;54.145.54.27:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
N/A;192.168.0.20:47176;54.145.54.27:443;Proxy-Response;-;-
N/A;192.168.0.20:47178;34.198.222.87:443;Proxy-Request;https://and-em.pulse.weatherbu...;-
N/A;192.168.0.20:47180;107.20.170.82:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47184;107.20.170.82:443;Proxy-Request;https://and-obs.pulse.weatherb...;-
N/A;192.168.0.20:47178;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47184;107.20.170.82:443;Proxy-Response;-;-
N/A;192.168.0.20:47180;107.20.170.82:443;Proxy-Response;-;-
N/A;192.168.0.20:47182;34.233.61.229:443;Proxy-Request;https://and-con.pulse.weatherb...;-
N/A;192.168.0.20:47182;34.233.61.229:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.20:47194;178.250.1.11:443;Proxy-Request;https://gum.criteo.com/sync?c=...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47188;44.197.84.46:443;Proxy-Request;https://and-maps.pulse.weather...;-
N/A;192.168.0.20:47194;178.250.1.11:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.20:47192;107.20.170.82:443;Proxy-Request;https://and-cm.pulse.weatherbu...;-
N/A;192.168.0.20:47188;44.197.84.46:443;Proxy-Response;-;-
N/A;192.168.0.20:47192;107.20.170.82:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.20:47192;107.20.170.82:443;Proxy-Request;https://and-cm.pulse.weatherbu...;-
N/A;192.168.0.20:47192;107.20.170.82:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Request;https://and-maps.api.weatherbu...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Request;https://and-maps.api.weatherbu...;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Request;https://and-maps.api.weatherbu...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Response;-;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47204;54.192.95.22:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47142;54.83.108.192:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.20:47174;185.89.210.211:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
N/A;192.168.0.20:47166;18.154.54.32:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.20:47174;185.89.210.211:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47142;54.83.108.192:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Request;https://api-eu.bidmachine.io/t...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
N/A;192.168.0.20:47138;172.64.102.35:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47214;151.101.133.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47198;34.198.222.87:443;Proxy-Request;https://and-otdr.pulse.weather...;-
N/A;192.168.0.20:47200;34.192.166.41:443;Proxy-Request;https://and-aqi.pulse.weatherb...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47198;34.198.222.87:443;Proxy-Response;-;-
N/A;192.168.0.20:47214;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47216;141.226.228.48:443;Proxy-Request;https://trc-events.taboola.com...;-
N/A;192.168.0.20:47216;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47218;35.71.131.137:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.20:47222;52.19.35.89:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.20:47218;35.71.131.137:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47220;44.193.176.48:443;Proxy-Request;https://taboola-supply-partner...;-
N/A;192.168.0.20:47222;52.19.35.89:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47220;44.193.176.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47200;34.192.166.41:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47224;151.101.133.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.20:47224;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47214;151.101.133.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47214;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47226;141.226.228.48:443;Proxy-Request;https://sync-t1.taboola.com/sg...;-
N/A;192.168.0.20:47226;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47220;44.193.176.48:443;Proxy-Request;https://taboola-supply-partner...;-
com.aws.android;192.168.0.20:47218;35.71.131.137:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.20:47222;52.19.35.89:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47218;35.71.131.137:443;Proxy-Response;-;-
N/A;192.168.0.20:47222;52.19.35.89:443;Proxy-Response;-;-
N/A;192.168.0.20:47220;44.193.176.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
com.aws.android;192.168.0.20:47226;141.226.228.48:443;Proxy-Request;https://sync-t1.taboola.com/sg...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.20:47226;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47228;54.225.215.187:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47228;54.225.215.187:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47224;151.101.133.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.20:47224;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47208;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47214;151.101.133.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.20:47212;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.20:47214;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47212;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47230;151.101.133.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
com.aws.android;192.168.0.20:47220;44.193.176.48:443;Proxy-Request;https://taboola-supply-partner...;-
com.aws.android;192.168.0.20:47218;35.71.131.137:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.20:47222;52.19.35.89:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47218;35.71.131.137:443;Proxy-Response;-;-
N/A;192.168.0.20:47222;52.19.35.89:443;Proxy-Response;-;-
N/A;192.168.0.20:47220;44.193.176.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/libtrc...;-
com.aws.android;192.168.0.20:47226;141.226.228.48:443;Proxy-Request;https://sync-t1.taboola.com/sg...;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47226;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47230;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47190;108.157.98.112:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47190;108.157.98.112:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
com.aws.android;192.168.0.20:47234;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.20:47234;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47224;151.101.133.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47224;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.20:47196;151.101.133.44:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
com.aws.android;192.168.0.20:47186;151.101.133.44:443;Proxy-Request;https://cdn.taboola.com/ext/dy...;-
N/A;192.168.0.20:47134;52.95.115.255:443;Proxy-Response;-;-
N/A;192.168.0.20:47186;151.101.133.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.20:47196;151.101.133.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.20:47208;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
com.aws.android;192.168.0.20:47210;151.101.133.44:443;Proxy-Request;https://images.taboola.com/tab...;-
N/A;192.168.0.20:47210;151.101.133.44:443;Proxy-Response;-;-
