APP;CLIENT;SERVER;METHOD;URL;TRACE;ERROR_MESSAGE;COUNT
bp.free.puzzle.game.mahjong.onet;No local IP;-;Frida - socketChannel.open;-;No trace;-;5
bp.free.puzzle.game.mahjong.onet;No local IP;-;Frida - socket.connect;-;No trace;-;222
bp.free.puzzle.game.mahjong.onet;No local IP;-;No method;-;No trace;-;10
bp.free.puzzle.game.mahjong.onet;No local IP;-;No method;-;No trace;-;10
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46186;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager,com.facebook.r$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.o,com.facebook.internal.o,com.facebook.internal.o$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46188;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.FetchedAppSettingsManager,com.facebook.internal.FetchedAppSettingsManager,com.facebook.r$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46190;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.FacebookNetworkBridge,com.facebook.j$a,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest$c,com.facebook.GraphRequest,com.facebook.internal.o,com.facebook.internal.o,com.facebook.internal.o$b,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,okhttp3.internal.platform.AndroidPlatform,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient$Builder,okhttp3.OkHttpClient$Builder,com.facebook.m.t.s.c,com.facebook.m.t.s.c,i.d,com.facebook.m.t.s.h,com.cfqy.sdk.base.MJSDK,bp.free.puzzle.game.mahjong.onet.UnityPlayerActivity,android.app.Instrumentation,android.app.Activity,android.app.ActivityThread,android.app.ActivityThread,android.app.servertransaction.ResumeActivityItem,android.app.servertransaction.TransactionExecutor,android.app.servertransaction.TransactionExecutor,android.app.ActivityThread$H,android.os.Handler,android.os.Looper,android.app.ActivityThread,java.lang.reflect.Method,com.android.internal.os.RuntimeInit$MethodAndArgsCaller,com.android.internal.os.ZygoteInit;-;54
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,okhttp3.internal.platform.AndroidPlatform,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient$Builder,okhttp3.OkHttpClient$Builder,com.facebook.m.t.s.u,com.facebook.m.t.s.u,com.facebook.m.t.s.u,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.s6,android.os.Handler,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;54
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,okhttp3.internal.platform.AndroidPlatform,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient$Builder,okhttp3.OkHttpClient$Builder,com.facebook.m.t.s.ar,com.facebook.m.t.s.ar,com.facebook.m.t.s.ar,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.s6,android.os.Handler,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;54
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,okhttp3.internal.platform.AndroidPlatform,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient,okhttp3.OkHttpClient$Builder,okhttp3.OkHttpClient$Builder,com.facebook.m.t.s.rdm,com.facebook.m.t.s.rdm,com.facebook.m.t.s.rdm,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.s6,android.os.Handler,android.os.Handler,android.os.Looper,android.os.HandlerThread;-;54
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,cn.thinkingdata.android.TDConfig$a,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46192;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,cn.thinkingdata.android.TDConfig$a,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.GooglePlayServicesNetworkBridge,com.google.android.gms.internal.firebase-auth-api.zzxl,com.google.android.gms.internal.firebase-auth-api.zzwr,com.google.android.gms.internal.firebase-auth-api.zzuh,com.google.android.gms.internal.firebase-auth-api.zzwd,com.google.android.gms.internal.firebase-auth-api.zzvi,com.google.android.gms.internal.firebase-auth-api.zzxe,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,r.m1;-;222
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,r.z1;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46194;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.GooglePlayServicesNetworkBridge,com.google.android.gms.internal.firebase-auth-api.zzxl,com.google.android.gms.internal.firebase-auth-api.zzwr,com.google.android.gms.internal.firebase-auth-api.zzuh,com.google.android.gms.internal.firebase-auth-api.zzwd,com.google.android.gms.internal.firebase-auth-api.zzvi,com.google.android.gms.internal.firebase-auth-api.zzxe,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,com.android.okhttp.OkHttpClient,com.android.okhttp.OkHttpClient,com.android.okhttp.OkUrlFactory,com.android.okhttp.OkUrlFactory,com.android.okhttp.HttpHandler,java.net.URL,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.z1,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;54
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46196;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,r.z1;-;215
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46198;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,r.m1;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.c,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.z1,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46200;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.google.firebase.perf.network.e,com.google.firebase.perf.network.c,com.facebook.m.t.s.h,com.facebook.m.t.s.h,com.facebook.m.t.s.z1,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.GooglePlayServicesNetworkBridge,com.google.android.gms.internal.firebase-auth-api.zzxl,com.google.android.gms.internal.firebase-auth-api.zzwr,com.google.android.gms.internal.firebase-auth-api.zzuh,com.google.android.gms.internal.firebase-auth-api.zzwd,com.google.android.gms.internal.firebase-auth-api.zzvi,com.google.android.gms.internal.firebase-auth-api.zzxe,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46202;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.GooglePlayServicesNetworkBridge,com.google.android.gms.internal.firebase-auth-api.zzxl,com.google.android.gms.internal.firebase-auth-api.zzwr,com.google.android.gms.internal.firebase-auth-api.zzuh,com.google.android.gms.internal.firebase-auth-api.zzwd,com.google.android.gms.internal.firebase-auth-api.zzvi,com.google.android.gms.internal.firebase-auth-api.zzxe,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;215
bp.free.puzzle.game.mahjong.onet;NA;-;Frida - SSLContext.getInstance;-;dalvik.system.VMStack,java.lang.Thread,javax.net.ssl.SSLContext,com.google.android.gms.providerinstaller.ProviderInstallerImpl,com.google.android.gms.providerinstaller.ProviderInstallerImpl,java.lang.reflect.Method,com.google.android.gms.common.security.ProviderInstallerImpl,java.lang.reflect.Method,com.google.android.gms.security.ProviderInstaller,com.google.android.gms.security.ProviderInstaller,com.applovin.impl.sdk.e.i,java.util.concurrent.Executors$RunnableAdapter,java.util.concurrent.FutureTask,java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor$Worker,java.lang.Thread;-;54
bp.free.puzzle.game.mahjong.onet;:::::-1;-;Frida - socket.connect;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.internal.Platform,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;222
bp.free.puzzle.game.mahjong.onet;192.168.0.20:46204;-;Frida - socket.getOutputStream;-;dalvik.system.VMStack,java.lang.Thread,java.net.Socket,com.android.okhttp.okio.Okio,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.io.RealConnection,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.StreamAllocation,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.http.HttpEngine,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.HttpURLConnectionImpl,com.android.okhttp.internal.huc.DelegatingHttpsURLConnection,com.android.okhttp.internal.huc.HttpsURLConnectionImpl,com.safedk.android.internal.partials.FirebasePerformanceMonitoringNetworkBridge,com.google.firebase.perf.network.e,com.google.firebase.perf.network.d,com.safedk.android.internal.partials.AppLovinNetworkBridge,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a,com.applovin.impl.sdk.network.e$a;-;215
